B034,921.625,1642496811110420,0.10431069357622391,-47.0
B034,921.625,1642496811120144,0.1288543861823941,-47.0
B034,921.625,1642496811131567,0.0981747704246807,-47.0
B034,921.625,1642496811141468,0.0981747704246807,-47.0
B034,921.625,1642496811148674,0.10431069357622391,-47.0
B034,921.625,1642496811159343,0.10431069357622391,-47.0
B034,921.625,1642496811168300,0.11044661672776623,-47.0
B034,921.625,1642496811175612,0.10431069357622391,-47.0
B034,921.625,1642496811187611,0.12271846303085088,-47.0
B034,921.625,1642496811192659,0.11658253987930856,-47.0
B034,921.625,1642496811203351,0.11044661672776623,-47.0
B034,921.625,1642496811212794,0.11044661672776623,-47.0
B034,921.625,1642496811219303,0.1288543861823941,-46.5
B034,921.625,1642496811229381,0.11044661672776623,-47.0
B034,921.625,1642496811239445,0.11044661672776623,-47.0
B034,921.625,1642496811247334,0.11658253987930856,-47.0
B034,921.625,1642496811258606,0.11044661672776623,-47.0
B034,921.625,1642496811265912,0.07976700097005374,-47.0
B034,921.625,1642496811277662,0.09203884727313838,-47.0
B034,921.625,1642496811281774,0.12271846303085088,-47.0
B034,921.625,1642496811295026,0.11658253987930856,-47.0
B034,921.625,1642496811303748,0.10431069357622391,-47.0
B034,921.625,1642496811311293,0.11658253987930856,-47.0
B034,921.625,1642496811319650,0.0981747704246807,-47.0
B034,921.625,1642496811330645,0.11658253987930856,-47.0
B034,921.625,1642496811339082,0.11658253987930856,-47.0
B034,921.625,1642496811347493,0.11658253987930856,-47.0
B034,921.625,1642496811358889,0.11658253987930856,-47.0
B034,921.625,1642496811366715,0.12271846303085088,-47.0
B034,921.625,1642496811373987,0.14726215563702194,-47.0
B034,921.625,1642496811385538,0.0981747704246807,-47.0
B034,921.625,1642496811392033,0.10431069357622391,-47.0
B034,921.625,1642496811406077,0.11044661672776623,-47.0
B034,921.625,1642496811415448,0.08590292412159606,-47.0
B034,921.625,1642496811425472,0.0981747704246807,-47.0
B034,921.625,1642496811430828,0.11658253987930856,-47.0
B034,921.625,1642496811441638,0.11044661672776623,-47.0
B034,921.625,1642496811449574,0.11044661672776623,-47.0
B034,921.625,1642496811458255,0.12271846303085088,-47.0
B034,921.625,1642496811469558,0.11658253987930856,-47.0
B034,921.625,1642496811476836,0.1288543861823941,-47.0
B034,921.625,1642496811484710,0.11658253987930856,-47.0
B034,921.625,1642496811496996,0.14112623248547873,-47.0
B034,921.625,1642496811504918,0.07976700097005374,-47.0
B034,921.625,1642496811513970,0.12271846303085088,-47.0
B034,921.625,1642496811521962,0.0981747704246807,-46.5
B034,921.625,1642496811530955,0.1288543861823941,-47.0
B034,921.625,1642496811540645,0.11658253987930856,-47.0
B034,921.625,1642496811549335,0.11044661672776623,-47.0
B034,921.625,1642496811557843,0.14112623248547873,-47.0
B034,921.625,1642496811568298,0.10431069357622391,-47.0
B034,921.625,1642496811575740,0.0981747704246807,-47.0
B034,921.625,1642496811587144,0.0981747704246807,-47.0
B034,921.625,1642496811595500,0.14112623248547873,-47.0
B034,921.625,1642496811601358,0.12271846303085088,-47.0
B034,921.625,1642496811613566,0.12271846303085088,-47.0
B034,921.625,1642496811623553,0.11044661672776623,-47.0
B034,921.625,1642496811632727,0.08590292412159606,-47.0
B034,921.625,1642496811640715,0.11044661672776623,-47.0
B034,921.625,1642496811649747,0.11658253987930856,-47.0
B034,921.625,1642496811660087,0.0981747704246807,-47.0
B034,921.625,1642496811668208,0.1349903093339364,-47.0
B034,921.625,1642496811677172,0.1349903093339364,-47.0
B034,921.625,1642496811685897,0.1349903093339364,-47.0
B034,921.625,1642496811695960,0.11658253987930856,-47.0
B034,921.625,1642496811704715,0.11044661672776623,-47.0
B034,921.625,1642496811714800,0.12271846303085088,-47.0
B034,921.625,1642496811721877,0.11658253987930856,-47.0
B034,921.625,1642496811730431,0.12271846303085088,-47.0
B034,921.625,1642496811739944,0.12271846303085088,-47.0
B034,921.625,1642496811750895,0.11658253987930856,-47.0
B034,921.625,1642496811758731,0.12271846303085088,-47.0
B034,921.625,1642496811769056,0.12271846303085088,-47.0
B034,921.625,1642496811774493,0.12271846303085088,-47.0
B034,921.625,1642496811785547,0.11044661672776623,-47.0
B034,921.625,1642496811796929,0.1349903093339364,-47.0
B034,921.625,1642496811804449,0.11658253987930856,-47.0
B034,921.625,1642496811811628,0.10431069357622391,-47.0
B034,921.625,1642496811822054,0.1288543861823941,-47.0
B034,921.625,1642496811829355,0.11044661672776623,-47.0
B034,921.625,1642496811837571,0.11658253987930856,-47.0
B034,921.625,1642496811850431,0.11044661672776623,-47.0
B034,921.625,1642496811859402,0.11658253987930856,-47.0
B034,921.625,1642496811869798,0.11044661672776623,-47.0
B034,921.625,1642496811877193,0.1288543861823941,-47.0
B034,921.625,1642496811887833,0.11044661672776623,-47.0
B034,921.625,1642496811895261,0.11044661672776623,-47.0
B034,921.625,1642496811906116,0.11658253987930856,-47.0
B034,921.625,1642496811914014,0.11658253987930856,-47.0
B034,921.625,1642496811923020,0.10431069357622391,-47.0
B034,921.625,1642496811932060,0.10431069357622391,-47.0
