1.649653024064658000e+15,4.111068511533515490e-01
1.649653024066572750e+15,4.111068511533515490e-01
1.649653024068487500e+15,4.111068511533515490e-01
1.649653024070402250e+15,4.111068511533515490e-01
1.649653024072317000e+15,4.111068511533515490e-01
1.649653024074231750e+15,4.111068511533515490e-01
1.649653024076146750e+15,4.111068511533515490e-01
1.649653024078061500e+15,4.111068511533516046e-01
1.649653024079976250e+15,4.111068511533515490e-01
1.649653024081891000e+15,4.111068511533516046e-01
1.649653024083805750e+15,4.111068511533515490e-01
1.649653024085720500e+15,4.111068511533515490e-01
1.649653024087635250e+15,4.111068511533515490e-01
1.649653024089550000e+15,4.111068511533514935e-01
1.649653024091464750e+15,4.111068511533515490e-01
1.649653024093379500e+15,4.111068511533515490e-01
1.649653024095294250e+15,4.111068511533515490e-01
1.649653024097209000e+15,4.111068511533515490e-01
1.649653024099124000e+15,4.111068511533516601e-01
1.649653024101038750e+15,4.111068511533517156e-01
1.649653024102953500e+15,4.111068511533518266e-01
1.649653024104868250e+15,4.111068511533518821e-01
1.649653024106783000e+15,4.111068511533519376e-01
1.649653024108697750e+15,4.111068511533519376e-01
1.649653024110612500e+15,4.111068511533518821e-01
1.649653024112527250e+15,4.111068511533517711e-01
1.649653024114442000e+15,4.111068511533517711e-01
1.649653024116356750e+15,4.111068511533517156e-01
1.649653024118271500e+15,4.111068511533516046e-01
1.649653024120186250e+15,4.111068511533516046e-01
1.649653024122101250e+15,4.111068511533516046e-01
1.649653024124016000e+15,4.111068511533517711e-01
1.649653024125930750e+15,4.111068511533518266e-01
1.649653024127845500e+15,4.111068511533519376e-01
1.649653024129760250e+15,4.111068511533519931e-01
1.649653024131675000e+15,4.111068511533521042e-01
1.649653024133589750e+15,4.111068511533521597e-01
1.649653024135504500e+15,4.111068511533523262e-01
1.649653024137419250e+15,4.111068511533523817e-01
1.649653024139334000e+15,4.111068511533524372e-01
1.649653024141248750e+15,4.111068511533524372e-01
1.649653024143163750e+15,4.111068511533524372e-01
1.649653024145078500e+15,4.111068511533524372e-01
1.649653024146993250e+15,4.111068511533524372e-01
1.649653024148908000e+15,4.111068511533524372e-01
1.649653024150822750e+15,4.111068511533524372e-01
1.649653024152737500e+15,4.111068511533524927e-01
1.649653024154652250e+15,4.111068511533524372e-01
1.649653024156567000e+15,4.111068511533524927e-01
1.649653024158481750e+15,4.111068511533524927e-01
1.649653024160396500e+15,4.111068511533524927e-01
1.649653024162311250e+15,4.111068511533524927e-01
1.649653024164226000e+15,4.111068511533524372e-01
1.649653024166141000e+15,4.111068511533524927e-01
1.649653024168055750e+15,4.111068511533524927e-01
1.649653024169970500e+15,4.111068511533524372e-01
1.649653024171885250e+15,4.111068511533524372e-01
1.649653024173800000e+15,4.111068511533524372e-01
1.649653024175714750e+15,4.111068511533523817e-01
1.649653024177629500e+15,4.111068511533523262e-01
1.649653024179544250e+15,4.111068511533522152e-01
1.649653024181459000e+15,4.111068511533521042e-01
1.649653024183373750e+15,4.111068511533520486e-01
1.649653024185288500e+15,4.111068511533519931e-01
1.649653024187203500e+15,4.111068511533518821e-01
1.649653024189118250e+15,4.111068511533518266e-01
1.649653024191033000e+15,4.111068511533517711e-01
1.649653024192947750e+15,4.111068511533516601e-01
1.649653024194862500e+15,4.111068511533515490e-01
1.649653024196777250e+15,4.118214637738423778e-01
1.649653024198692000e+15,4.129455586722485250e-01
1.649653024200606750e+15,4.140696535706546166e-01
1.649653024202521500e+15,4.151937484690607638e-01
