1.649588896473171000e+15,4.663301595172359981e-01
1.649588896474639750e+15,4.667311623262075382e-01
1.649588896476108500e+15,4.671321651351791338e-01
1.649588896477577250e+15,4.675331679441506738e-01
1.649588896479046000e+15,4.679341707531222139e-01
1.649588896480514750e+15,4.683351735620936429e-01
1.649588896481983500e+15,4.687361763710652385e-01
1.649588896483452000e+15,4.691371109242395421e-01
1.649588896484920750e+15,4.695538424648119102e-01
1.649588896486389500e+15,4.699998995390956003e-01
1.649588896487858250e+15,4.704459566133791792e-01
1.649588896489327000e+15,4.708920136876628137e-01
1.649588896490795750e+15,4.713380707619464483e-01
1.649588896492264500e+15,4.717841278362300828e-01
1.649588896493733250e+15,4.722301849105137173e-01
1.649588896495202000e+15,4.724660826687773763e-01
1.649588896496670750e+15,4.724660826687773207e-01
1.649588896498139500e+15,4.724660826687774318e-01
1.649588896499608250e+15,4.724660826687773763e-01
1.649588896501077000e+15,4.724660826687774318e-01
1.649588896502545500e+15,4.724660826687773763e-01
1.649588896504014250e+15,4.724660826687774318e-01
1.649588896505483000e+15,4.724660826687774318e-01
1.649588896506951750e+15,4.724660826687774318e-01
1.649588896508420500e+15,4.724660826687774318e-01
1.649588896509889250e+15,4.724660826687774318e-01
1.649588896511358000e+15,4.724660826687774318e-01
1.649588896512826750e+15,4.724660826687774318e-01
1.649588896514295500e+15,4.724660826687774318e-01
1.649588896515764250e+15,4.724660826687773763e-01
1.649588896517233000e+15,4.724660826687774318e-01
1.649588896518701750e+15,4.724660826687774318e-01
1.649588896520170500e+15,4.724660826687774318e-01
1.649588896521639250e+15,4.724660826687774318e-01
1.649588896523107750e+15,4.724660826687774318e-01
1.649588896524576500e+15,4.724660826687774318e-01
1.649588896526045250e+15,4.724660826687773763e-01
1.649588896527514000e+15,4.724660826687774318e-01
1.649588896528982750e+15,4.724660826687773763e-01
1.649588896530451500e+15,4.724660826687774318e-01
1.649588896531920250e+15,4.724660826687774318e-01
1.649588896533389000e+15,4.724660826687774318e-01
1.649588896534857750e+15,4.724660826687774318e-01
1.649588896536326500e+15,4.724660826687773763e-01
1.649588896537795250e+15,4.724660826687774318e-01
1.649588896539264000e+15,4.724660826687774318e-01
1.649588896540732750e+15,4.724660826687774318e-01
1.649588896542201250e+15,4.724660826687774318e-01
1.649588896543670000e+15,4.724660826687774318e-01
1.649588896545138750e+15,4.724660826687773763e-01
1.649588896546607500e+15,4.724660826687774318e-01
1.649588896548076250e+15,4.724660826687774318e-01
