2.705629052526620892e+00,2.708086704329839556e+00,2.708920713301893990e+00,2.709070227515370188e+00,2.703408930547524847e+00,2.703390537826658502e+00,2.706895262941189539e+00,2.707215603314553576e+00,2.708193824748267087e+00,2.703462948960960066e+00,2.704998121653110488e+00,2.705822965691405901e+00,2.704948674653354868e+00,2.704653565968447637e+00,2.702552742756086701e+00,2.700565872402253209e+00
2.690956297517849816e+00,2.692206648830488547e+00,2.692454656110370603e+00,2.691391206356612997e+00,2.691991567570632071e+00,2.692590795565342088e+00,2.691643720100990400e+00,2.689541418042035836e+00,2.690189307123906914e+00,2.690956297517850704e+00,2.695734686269760871e+00,2.691123276558620603e+00,2.693045308391382342e+00,2.690936436380460428e+00,2.694827984876533744e+00,2.690375045538396126e+00
2.684633722158551894e+00,2.683022632175980693e+00,2.681572075426502444e+00,2.682498252505981728e+00,2.684257876556857880e+00,2.686223754848130696e+00,2.685508890014941308e+00,2.683955051870577257e+00,2.682684039217757999e+00,2.684977705729167496e+00,2.684289381016656595e+00,2.682947291029345038e+00,2.682315938443022407e+00,2.684203410664805833e+00,2.683405494890493515e+00,2.682093050033709680e+00
2.673041874265334794e+00,2.672659375159783135e+00,2.671615671822114901e+00,2.674115592548906850e+00,2.672749687448595424e+00,2.674093746805599636e+00,2.672866562175289395e+00,2.672478603013063836e+00,2.672898193408662859e+00,2.673517415011112064e+00,2.673542141787081050e+00,2.673773192336748039e+00,2.672650170354576638e+00,2.675205148996376181e+00,2.673433516979311086e+00,2.676735115628929407e+00
2.662469673162268347e+00,2.661414447326874821e+00,2.662990647769474695e+00,2.665468616734520957e+00,2.662655961052118325e+00,2.661456666981588892e+00,2.663046428889033646e+00,2.662810179441486902e+00,2.662122941465215664e+00,2.662750023332158378e+00,2.664940380359683392e+00,2.661958436398185857e+00,2.662928668747741145e+00,2.662821769150623741e+00,2.662394927075149464e+00,2.662706577253199480e+00
2.648769068876178689e+00,2.649783803652820957e+00,2.649582519401287417e+00,2.652647234456873893e+00,2.646906189022711242e+00,2.648080354511224144e+00,2.651921923652967195e+00,2.649937865792554081e+00,2.650718801466388275e+00,2.647154122302157742e+00,2.649649236880338599e+00,2.650776687533855647e+00,2.648790368475903101e+00,2.648138273038168400e+00,2.647504746482246318e+00,2.647355843585254664e+00
2.636226335356077755e+00,2.636060762826590853e+00,2.631603040878888411e+00,2.634299525625685146e+00,2.631083847381449736e+00,2.632960023883557987e+00,2.634088729373421423e+00,2.636420411737105951e+00,2.639469609021892982e+00,2.636790255912385028e+00,2.636710373139280694e+00,2.635970068753505480e+00,2.638503248036252025e+00,2.635287866015971758e+00,2.636735976592198494e+00,2.638446955163301411e+00
2.630541054179583504e+00,2.633012280371934910e+00,2.631474315218367721e+00,2.627827088170247904e+00,2.628526256983705345e+00,2.628539409524115023e+00,2.629443778202628756e+00,2.626116109599143211e+00,2.629392000609568569e+00,2.630099888533724783e+00,2.626232453936398592e+00,2.627217058074631240e+00,2.627051669310437099e+00,2.626732920055811604e+00,2.625612180130718620e+00,2.628362170577597023e+00
2.630386036513236547e+00,2.629821931110661204e+00,2.628752196583862943e+00,2.630187058613148388e+00,2.632013171664596918e+00,2.629413512745753412e+00,2.627997660291367499e+00,2.628788557609946341e+00,2.628354221755156761e+00,2.631702967555299644e+00,2.631515634566188755e+00,2.629577204865031881e+00,2.629271742974080617e+00,2.628629478120833696e+00,2.626985513804759531e+00,2.631953599595163507e+00
2.639508941862606761e+00,2.635833506413570504e+00,2.637052427174316094e+00,2.641485130704358752e+00,2.641658279429530687e+00,2.639440390340217935e+00,2.639685939645825208e+00,2.636576959536164111e+00,2.641723418982087068e+00,2.638631032857848169e+00,2.639557265066915015e+00,2.638162884647026640e+00,2.636742532065651012e+00,2.641830314658078827e+00,2.643166896049104597e+00,2.640417205716548033e+00
2.653005827368326131e+00,2.653373768214652095e+00,2.655013947672469232e+00,2.655785160031880920e+00,2.650954798510678057e+00,2.649592944007390205e+00,2.652901774126072088e+00,2.657417653347430520e+00,2.651112851577038132e+00,2.653700745427885366e+00,2.650377916846855975e+00,2.653983788097483476e+00,2.656911017490882099e+00,2.656798431744981759e+00,2.652934551493334236e+00,2.652542994835765278e+00
2.679501859159080013e+00,2.685901847060096159e+00,2.685091885528914535e+00,2.678041025310994527e+00,2.682130224572449428e+00,2.680458681245936337e+00,2.685174369932743499e+00,2.683500539044538336e+00,2.680251515700449616e+00,2.679146702306105077e+00,2.679315580924954254e+00,2.689261930389185817e+00,2.685103125542013913e+00,2.678645853567334534e+00,2.677851966228254721e+00,2.682130224572449873e+00
