1.758578729659084627e-01,1.749030285006370478e-01,1.731693867213122684e-01,1.749582491283879770e-01,1.727807145382964926e-01,1.780475631732091890e-01,1.726563722443958115e-01,1.731164337707056800e-01,1.729056835250719903e-01,1.781669428865340632e-01,1.785667265305395379e-01,1.774304444654390411e-01,1.693278792781456876e-01,1.689548132434851024e-01,1.682833738413803404e-01,1.680127321131473228e-01
1.730691265390975897e-01,1.748451372808716708e-01,1.774697773061542916e-01,1.736938245975125916e-01,1.745461634370845394e-01,1.739079700636276538e-01,1.738702709857668782e-01,1.733853928168562208e-01,1.780533336338533668e-01,1.780586461214303806e-01,1.750823120619766637e-01,1.716369696243420784e-01,1.790016126663643570e-01,1.746422655490935949e-01,1.770567824786464517e-01,1.736072201775895885e-01
1.962389836754604155e-01,1.945481689149641535e-01,2.025422781041596731e-01,1.939666580720639244e-01,1.935969771925952210e-01,1.926566241377854205e-01,1.898231498609032064e-01,1.960332561508288385e-01,1.958950280233217878e-01,1.944571533353348092e-01,1.930186111385246150e-01,1.927848616851325914e-01,2.023134287723566405e-01,1.953268869907716643e-01,1.950054814923574409e-01,2.479244624744901260e-01
2.211940140021766976e-01,2.354441369291903063e-01,2.290176502210007625e-01,2.240769671662385110e-01,2.242192478741253658e-01,2.270291566070749556e-01,2.295419632310399249e-01,2.279553336865529911e-01,2.229582075930706953e-01,2.289950348983457451e-01,2.273973119961675282e-01,2.316924582022472090e-01,2.277371477399451338e-01,2.272697810443903288e-01,2.249051832084640323e-01,2.212279201728893085e-01
2.770369302921469323e-01,2.779345931235764344e-01,2.733435765490068170e-01,2.727591499063072855e-01,2.711493659348334084e-01,2.788568570133083679e-01,2.800367149440121661e-01,2.733326507599195265e-01,2.701576164510904876e-01,2.697490743980034411e-01,2.837718364180070174e-01,2.822524649709581834e-01,2.769425314744309308e-01,2.715459051861234818e-01,2.730485802436440901e-01,2.806746561605612533e-01
3.292158767846874445e-01,3.375325874380959990e-01,3.313398501832984788e-01,3.280403443376576078e-01,3.224636118378632066e-01,3.267657983794213794e-01,3.368449774968318433e-01,3.383359494775804999e-01,3.297620413729017153e-01,3.220791513527294647e-01,3.231968493653634700e-01,3.370587688488138611e-01,3.372442290649714236e-01,3.279377541784827543e-01,3.292559517544726977e-01,3.239996804319204005e-01
3.924123563178109619e-01,3.956534150679854034e-01,3.921361529692249381e-01,3.799641468559001867e-01,3.768382992126611541e-01,3.880103102338660070e-01,3.867384706372254954e-01,3.903391112558232678e-01,3.926422675954691077e-01,3.860865819917220221e-01,4.012539745542402225e-01,3.959189225604249351e-01,3.893361238175903072e-01,3.926417366225414818e-01,3.893303395763085817e-01,3.999144728121120096e-01
4.676535939224692462e-01,4.614558280417099811e-01,4.590839264620799609e-01,4.588179545373085588e-01,4.759317429673337596e-01,4.657620184846844036e-01,4.600237940559271377e-01,4.579151791951195927e-01,4.601346642962596545e-01,4.701506399700822181e-01,4.654879739866309984e-01,4.625317308996133026e-01,4.575392696174288565e-01,4.619554735665979961e-01,4.713832727008582246e-01,4.695161196151512728e-01
5.337685000809481162e-01,5.315167490380783288e-01,5.289841271105089060e-01,5.458719889954881666e-01,5.410610726176259266e-01,5.342840747936642432e-01,5.277507502641761716e-01,5.269073616113857383e-01,5.433973543006094253e-01,5.386298577839957469e-01,5.324939346324534251e-01,5.283143461684658426e-01,5.278647031227049480e-01,5.424503382368431881e-01,5.384840706511150321e-01,5.307871386431483041e-01
6.117223195271199732e-01,6.108283858067148353e-01,6.236124465393446670e-01,6.172738690451822219e-01,6.126661380747786545e-01,6.093212313919084133e-01,6.054712403948622201e-01,6.265069724541696417e-01,6.239171858419481076e-01,6.168443544245739707e-01,6.161882826414475378e-01,6.125404426139920977e-01,6.257483893224068394e-01,6.261405543920957051e-01,6.179928256972819778e-01,6.135923151542568288e-01
6.895243641545951707e-01,7.123032342038295717e-01,7.046184372470429835e-01,6.983294138770591575e-01,6.963714965805214430e-01,6.956531191716154305e-01,7.055120182885298297e-01,7.030599184400818658e-01,6.968573657714506320e-01,6.954443385544455403e-01,6.982096172821958824e-01,7.115264611416221019e-01,7.035858547102137317e-01,6.973161263809116717e-01,6.940741809574991761e-01,6.942600020915088432e-01
7.851644139440557835e-01,7.808105573028368829e-01,7.730094423676672211e-01,7.733600665477551317e-01,7.715206549612492193e-01,7.822425457766543078e-01,7.792032409848328456e-01,7.747439695615877531e-01,7.701763540407366992e-01,7.690742923716460400e-01,7.871432424588964416e-01,7.776993164242864687e-01,7.708472599237899958e-01,7.712514516869470871e-01,7.744330414692289777e-01,7.839345487007498559e-01
